Rating,Review,ReviewLength
1,HELLISH SUMMER WEATHER March thru October it hurts my lungs to breath I couldnt get transcripts because I had a parking ticket I needed to pay The problem is i DONT OWN A CAR I dont drive I dont even have a drivers license aside from that one minor incident I paid 9000 USD a semester to receive a so and so education I graduated with a magna cum laude I have attended other universities However I couldnt help but notice the gap in the quality and variety of classes offered For example you have to be a finance major to take upper level interesting finance classes Business school was so and so a lot of repetition Very little handson and help with internships Way too much groupwork and freeriding They do not have many good employers at their semi annual recruiting events Oh and professors rarely teach the courses They have their teaching assistants teach us Also there is a lack of bridging classes between lower level and upper level classes Junior year when you get admitted into the professional program the level of the classes and transition isnt too smooth The campus tutoring program is pretty helpful for general classes if youre having trouble with classes usually lower level There are not enough chairsdesks in some classes The students sit on the floor and cram on the stairs in the lecture halls Also the classes dont teach you how to think critically which I think is crucial in college Please dont waste your money especially those of you from out of state Its not worth it Expect to wait in line wherever you go ASU accepts way too many people It would prolly accept my cat and my baby sister who barely talks if we threw money at them Thus its very difficult to get myself into the classes I need The advisors are walking advertisements of the business school They are not informed enough to advise you I got dropped from two required prerequisite courses so I could not move on to the next level even after preregistration I got screwed and ended up having to take one more semester to graduate Tuition rose from 6000 a semester in Fall of 2003 to 9000 in Fall of 2007 Gross One thing I liked was the student theatre performances The admission was reasonable and quite entertaining The College of Architecture and Environmental design studios are pretty good and has good security ASU is not the most safe neighborhood I have been approached by many shady people do NOT live on campus Especially the dorms on north campus They are beyond crappy and overpriced You have to split your room with a room mate in most cases for undergrads The freshman year experience bullsht they pull on you dont buy it and Please dont move into Manzy Hall Manzanita 15 stores with triangular windows I lived here my froshy year and its the dirtiest rats unhealthy mold pot circulation most promiscuous place on campus Again please dont bother wasting your money especially if your an out of state or international student Hope this helps,2943
1,I used to love Quiznos I would go out of my way to get a turkey bacon guacamole sandwich any day At this point in my life I will no long be giving any money to this sorry excuse for a sandwich shop The staff is rude and careless I was given obviously bad guacamole Which I didnt realize until i got home a took a bite of my sandwich to have the fowl taste in my mouth It took 20 mins to get my sandwich there was only one couple in front me Im done with this place I should have went to paradise bakery across the street,520
1,This store is banking on the hope they are the only place to buy what they are selling The mgr at the cash register was not only snobbish and unhelpful but down right rude It is 122112 I know Christmas time is tough for retail employees but I was at many other retail stores today and their mgrs and employees were extremely friendly I spend approx 12 hour talking to a sales assoc who was very friendly and all was good until I got to register with the mgr and I ended up walking out without purchasing anything I then went to my car and purchased desired items on amazon while in this storesparking lot I know business is good this time of year and maybe this companies business is always good But the post office and Sears also used to be the king I could explain all the facts of the situation but I am sure it would make no difference as I am confident this is the culture of this store,891
1,I waited 45min and ended up with a tiny gross little serving of tortilla with vegetable scraps thrown in it served in a aluminum takeout box The tables are folding tables like the kind you play beer pong on And they have pictures of kids and babies on the walls and signs asking people to send in pictures of their kids for the walls too which has nothing to do with AsianMexican cuisine it creeped me out,405
1,Bitzee Mamas isnt my mama My mama wouldnt have kept her hungry son waiting forever for his lunch She wouldnt have let my go thirsty with no refills She does make a good bowl of salsa so that makes it alright right Took my real mama there for lunch I ordered the taco salad and ma ordered the cheese enchilada plate also a bowl or red chile Taco salad was alright except the taco shell was so mushy from water it literally fell apart when I picked it up glad I wasnt eating the shell Shes old school makes a darn good cheese enchilada and refried beans Struck out again with the red chile I swear can no one except La Canasta make red chile While the meat was tender and the sauce was smooth it had a weird orange color to it and the meat tasted well wasnt any beef Ive ever had On the way to the counter to pay my bill I noticed that almost everyone was eating chimichangas well then looks like I ordered the wrong thing Place is also uber cheap Be careful what you order and mama will be just fine,998
1,I was really disappointed with my local Baja Fresh tonight The lobby salsa bar and even drink station were very dirty and unkept To top that off my salad had old dark colored guacamole and limp lettuce I hope they read this and will do a better job at cleaning up,263
1,How very disappointing Nellos had a delightful menu with an array of salads pizzas and sandwiches Not Jacs If the new restaurant wants to be a pub it should have a wider variety of selections The menu was sad Due to dietary restrictions I asked for a plain garden salad Lettuce tomatoes and onions And it wasnt very fresh either Sad Guess well be driving up north to Pima Crossing to visit Nellos,396
1,The wash aint badbut the process to get it done is pathetic The ticket writers at the entrance move in slow motion They try to upsell at every opportunity Four cars backed up waiting to order their serviceand the crew is standing around with no cars going thru Id rather drive my car dirty then endure the agony of incompetent management,337
1,Only reason for 1 star is cause I got arrested here for underaged drinking years ago I blame the Diamondbacks for no legitimate reason,134
1,Ive never had a hard time at a sonic before except for this location They barely speak English they dont know their own menu and they messed up my order 2 times Come on your job can not be that confusing,203
1,We were driving around Chandler area to find a decent place to eat and Mido Sushi caught our attention Oh Okay I thought and walked right in We were greeted right away with a good waitress but somehow I found her voice was really annoying The food came out after 10minutes and I was disappointed with the sashimi It wasnt as fresh as I expected The soy sauce tasted very weird and too salty By far this is not the most decent sushi restaurant Ive experienced Kabuki and Masa sushi are still my best choice so far,512
1,This store is banking on the hope they are the only place to buy what they are selling The mgr at the cash register was not only snobbish and unhelpful but down right rude It is 122112 I know Christmas time is tough for retail employees but I was at many other retail stores today and their mgrs and employees were extremely friendly I spend approx 12 hour talking to a sales assoc who was very friendly and all was good until I got to register with the mgr and I ended up walking out without purchasing anything I then went to my car and purchased desired items on amazon while in this storesparking lot I know business is good this time of year and maybe this companies business is always good But the post office and Sears also used to be the king I could explain all the facts of the situation but I am sure it would make no difference as I am confident this is the culture of this store,891
1,This store is banking on the hope they are the only place to buy what they are selling The mgr at the cash register was not only snobbish and unhelpful but down right rude It is 122112 I know Christmas time is tough for retail employees but I was at many other retail stores today and their mgrs and employees were extremely friendly I spend approx 12 hour talking to a sales assoc who was very friendly and all was good until I got to register with the mgr and I ended up walking out without purchasing anything I then went to my car and purchased desired items on amazon while in this storesparking lot I know business is good this time of year and maybe this companies business is always good But the post office and Sears also used to be the king I could explain all the facts of the situation but I am sure it would make no difference as I am confident this is the culture of this store,891
1,NOTE This review concerns the Robertos on Union Hills and 7th Ave NOT the Robertos in Anthem I am only giving it one star because I cant give it 0 Simply put i was very sick after dining there recently This was the only meal I did not share with my family and therefor the only culprit to my food borne illness I have enjoyed this place in the past but recently the quality has gone downhill Now they are closed on Sundays I wish i had read recent reviews on here before i had gone they have slipped VERY far since there Diners Driveins and Dives days the guy that both took my order and cooked my food was obviously drunk sitting on his cellphone playing what appeared to be a video game when i walked in,705
1,Can someone please tell me why people go here Went to breakfast with Deb L and she had a Living Social deal or one of those deal thingies The place was packed probably because its a holiday week That doesnt excuse the EXTREMELY poor service We sat down and waited And waited Servers walked by every few moments nobody stopped to fill our water glasses or take our order Finally we both said something to a girl who walked by She seems mystified that there was a job to do With that many people working getting a cup of coffee shouldnt take 15 minutes Yes 15 freaking minutes Food Mediocre at best I got the traditional eggs benedict with home fries The only saving grace with the amount of ham on it The English muffin didnt seem to be toasted The eggs were ok but nothing great The home fries My 9year old niece could do a better job My burps right now arent even good enough to brag about Im sure if the service had been better I wouldnt be so miserable right now My food coma isnt satisfying I will never go here again Ever I felt stupid leaving a tip it was THAT bad Total Fail Blech,1087
1,The reviews were so good that my friend and I had to check it out We were very disappointed this morning while trying to eat breakfast and swatting tons of flies They were everywhere on us our food the other customers and this was inside The egg sandwiches were served on hamburger buns shaped like rolls I could have went next door to get one just like it at McDonalds Not surprised people from Ahwatukee like this place it looks nice but the food is soso,456
1,Needs a new name now The Pischkes of old had such a sad ending I appreciated McGraths effort to keep Pischkes alive But it is nothing like the Pischkes of old Call it The Blue Ribbon Cafe take out the PIschke name I cant imagine that Chris PIschke would have been honored to be remembered this way If his restaurant was a reflection of who he was as a person Pischkes Blue Ribbon Cafe would be the exact opposite of who he was The current restaurant is not a laid back family friendly and yet a bar all at once restaurant that serves an unending array of crazy good sandwichessaladsetc the current decor is pretentious and the food matches that,644
1,Walked in during late lunch hour Did not get acknowledged for about 5 mins When I finally got sat down and served my salad I found a hair in it Got no apology Just a sigh firm the waitress when she took it away You cant pay me to go back here The waiters are rude,263
1,I waited 45min and ended up with a tiny gross little serving of tortilla with vegetable scraps thrown in it served in a aluminum takeout box The tables are folding tables like the kind you play beer pong on And they have pictures of kids and babies on the walls and signs asking people to send in pictures of their kids for the walls too which has nothing to do with AsianMexican cuisine it creeped me out,405
1,The food was okay but the portion sizes where the smallest I have ever seenand I am a regular to fox restaurants Babbo is much better,133
1,Tried a couple Tammie Coe cupcakes and a mini muffin two weeks ago Unfortunately for them I also sampled Ollie Cakes No wonder Ollie Cakes aka Urban Cookie won Cupcake Wars and Tammie Coe sits in high rent selling pretty sugar disguised as a cupcake Drive a few miles north get whatever the special cupcake of the day is along with a Brown Velvet and Lemon and save saying you enjoyed Tammie Coe for impressing snooty folk who wouldnt know yummy if it bit them on the butt Really the TC cakes were just cakes No flavor no texture dry And I cant say how impressed I was that the clerk shoved all my selections into one tiny flat bag meant for cookies or sandwiches Apparently presentation and flavor preservation mean nothing As their products now do at least to me,764
1,The only reason 1 star can be given is the flavor choices and taste The SMALLEST wings I have ever seen they must be off of baby chicks I thought it was getting punked actually LOL Never to be back,197
1,We were driving around Chandler area to find a decent place to eat and Mido Sushi caught our attention Oh Okay I thought and walked right in We were greeted right away with a good waitress but somehow I found her voice was really annoying The food came out after 10minutes and I was disappointed with the sashimi It wasnt as fresh as I expected The soy sauce tasted very weird and too salty By far this is not the most decent sushi restaurant Ive experienced Kabuki and Masa sushi are still my best choice so far,512
1,There really isnt much I like about Michaels to begin with I especially dislike them for using my name and putting on such an inferior showing but this location was a particular disaster Clean up your aisles for goodness sake I feel claustrophobic with all the crap hanging around its like the clothing section at KMart but possibly worse,338
1,So i thought with all the controversy surrounding this place I would support the first amendment with my wallet Unfortunately our experience here was subpar to say the least We came in on a 3pm on Saturday and there was only one other couple inside We were literally outnumbered by the people working there I say this because somehow despite this fact the service was HORRENDOUS I mean we got our order out fine but our waitress dissappeared after that At one point I had to almost get refills for us myself The sushi itself was so overpriced for what it was The Philadelphia roll was decent but the California roll was really bad When it came to paying I put my credit card in the sleeve and waited for awhile Despite there being no one else in the restaurant at this point except one other table the waitress didnt return If it wasnt for the cash I had on me Id be waisting away there at this moment because she had no intention of returning and I have no intention of ingesting there food ever again,1002
1,I was really excited to try this restaurant and tonight my husband and I came and ordered food to takeout The service was very friendly and the store was clean cute and colorfulbut the food was very disappointing My husband ordered the curry chicken and although it tasted okay he literally almost choked on tiny bones in the meat 4 or 5 times I asked ahead of time if they used white meat and was told yes but the Calypso Pasta I ordered had tiny pieces of dark meat jerk chickeninstead of the boneless white strips I was expecting and really it was just mediocre Im bummed I wanted to like this place,602
1,Non si pu vedere linterno di nulla si pu solo girare per il campus Non ne vale proprio la pena Deludente,104
